reaction_id,reaction_equation,dil_test_in_v12
MAR05109,H+ [i] + leucine [c] --> H+ [m] + leucine [m],ok
MAR05112,methionine [c] --> methionine [m],ok
MAR05113,alanine [c] --> alanine [m],ok
MAR05114,serine [c] --> serine [m],ok
MAR05115,H+ [i] + phenylalanine [c] --> H+ [m] + phenylalanine [m],ok
MAR05116,H+ [i] + phenylalanine [m] --> H+ [m] + phenylalanine [c],ok
MAR05117,threonine [c] --> threonine [m],ok
MAR05118,H+ [i] + valine [c] --> H+ [m] + valine [m],ok
MAR05121,cysteine [c] --> cysteine [m],ok
MAR05122,glutamate [c] + H+ [c] --> glutamate [m] + H+ [m],ok
MAR05124,glycine [c] <=> glycine [m],ok
MAR05125,H+ [i] + proline [c] --> H+ [m] + proline [m],ok
MAR05126,H+ [i] + proline [m] --> H+ [m] + proline [c],ok
MAR05222,mitoApo-[ACP] [c] --> mitoApo-[ACP] [m],MAM02485c;MAM02485m
MAR05223,mitothioredoxin [c] --> mitothioredoxin [m],always blocked
MAR05225,STAR [m] --> STAR [c],ok
MAR05227,apocytochrome-C [c] <=> apocytochrome-C [m],MAM01358c;MAM01358m
MAR05292,acetate [c] <=> acetate [m],ok
MAR05304,dTMP [c] <=> dTMP [m],ok
MAR05348,2-oxobutyrate [c] + H+ [c] --> 2-oxobutyrate [m] + H+ [m],ok
MAR05349,2-oxobutyrate [m] + H+ [i] --> 2-oxobutyrate [c] + H+ [m],ok
MAR05361,propanoyl-CoA [c] <=> propanoyl-CoA [m],ok
MAR05411,H+ [c] + L-lactate [c] <=> H+ [m] + L-lactate [m],ok
MAR05420,Fe2+ [c] --> Fe2+ [m],ok
MAR05426,acetoacetate [c] + pyruvate [m] <=> acetoacetate [m] + pyruvate [c],ok
MAR06276,cis-aconitate [c] + citrate [m] <=> cis-aconitate [m] + citrate [c],ok
MAR06277,cis-aconitate [c] + isocitrate [m] <=> cis-aconitate [m] + isocitrate [c],ok
MAR06286,AKG [m] + citrate [c] + H+ [c] --> AKG [c] + citrate [m] + H+ [m],ok
MAR06287,citrate [c] + H+ [c] + succinate [m] --> citrate [m] + H+ [m] + succinate [c],ok
MAR06288,citrate [c] + H+ [c] + oxalate [m] --> citrate [m] + H+ [m] + oxalate [c],ok
MAR06289,AKG [m] + H+ [c] + isocitrate [c] --> AKG [c] + H+ [m] + isocitrate [m],ok
MAR06290,H+ [c] + isocitrate [c] + succinate [m] --> H+ [m] + isocitrate [m] + succinate [c],ok
MAR06291,H+ [c] + isocitrate [c] + malate [m] --> H+ [m] + isocitrate [m] + malate [c],ok
MAR06292,H+ [c] + isocitrate [c] + oxalate [m] --> H+ [m] + isocitrate [m] + oxalate [c],ok
MAR06293,AKG [m] + cis-aconitate [c] + H+ [c] --> AKG [c] + cis-aconitate [m] + H+ [m],ok
MAR06294,cis-aconitate [c] + H+ [c] + succinate [m] --> cis-aconitate [m] + H+ [m] + succinate [c],ok
MAR06295,cis-aconitate [c] + H+ [c] + malate [m] --> cis-aconitate [m] + H+ [m] + malate [c],ok
MAR06296,cis-aconitate [c] + H+ [c] + oxalate [m] --> cis-aconitate [m] + H+ [m] + oxalate [c],ok
MAR06297,isocitrate [m] + PEP [c] <=> isocitrate [c] + PEP [m],ok
MAR06298,cis-aconitate [m] + PEP [c] <=> cis-aconitate [c] + PEP [m],ok
MAR06299,arginine [c] + H+ [i] + lysine [m] --> arginine [m] + H+ [m] + lysine [c],ok
MAR06300,arginine [m] + H+ [i] + lysine [c] --> arginine [c] + H+ [m] + lysine [m],ok
MAR06301,H+ [i] + lysine [m] + ornithine [c] --> H+ [m] + lysine [c] + ornithine [m],ok
MAR06302,H+ [i] + lysine [c] + ornithine [m] --> H+ [m] + lysine [m] + ornithine [c],ok
MAR06303,H+ [c] + histidine [c] + lysine [m] --> H+ [m] + histidine [m] + lysine [c],ok
MAR06304,H+ [i] + histidine [m] + lysine [c] --> H+ [m] + histidine [c] + lysine [m],ok
MAR06305,citrulline [c] + H+ [c] + lysine [m] --> citrulline [m] + H+ [m] + lysine [c],ok
MAR06306,citrulline [m] + H+ [i] + lysine [c] --> citrulline [c] + H+ [m] + lysine [m],ok
MAR06307,arginine [m] + H+ [i] + ornithine [c] --> arginine [c] + H+ [m] + ornithine [m],ok
MAR06308,arginine [c] + H+ [i] + ornithine [m] --> arginine [m] + H+ [m] + ornithine [c],ok
MAR06309,arginine [m] + H+ [c] + histidine [c] --> arginine [c] + H+ [m] + histidine [m],ok
MAR06310,arginine [c] + H+ [i] + histidine [m] --> arginine [m] + H+ [m] + histidine [c],ok
MAR06311,arginine [m] + citrulline [c] + H+ [c] --> arginine [c] + citrulline [m] + H+ [m],ok
MAR06312,arginine [c] + citrulline [m] + H+ [i] --> arginine [m] + citrulline [c] + H+ [m],ok
MAR06313,H+ [c] + histidine [c] + ornithine [m] --> H+ [m] + histidine [m] + ornithine [c],ok
MAR06314,H+ [i] + histidine [m] + ornithine [c] --> H+ [m] + histidine [c] + ornithine [m],ok
MAR06315,citrulline [c] + H+ [i] + histidine [m] --> citrulline [m] + H+ [m] + histidine [c],ok
MAR06316,citrulline [m] + H+ [i] + histidine [c] --> citrulline [c] + H+ [m] + histidine [m],ok
MAR06317,citrulline [m] + H+ [i] + ornithine [c] --> citrulline [c] + H+ [m] + ornithine [m],ok
MAR06318,citrulline [c] + H+ [c] + ornithine [m] --> citrulline [m] + H+ [m] + ornithine [c],ok
MAR06321,H+ [c] + lysine [m] --> H+ [m] + lysine [c],ok
MAR06323,arginine [c] + H+ [i] --> arginine [m] + H+ [m],ok
MAR06324,arginine [m] + H+ [c] --> arginine [c] + H+ [m],ok
MAR06325,H+ [i] + histidine [c] --> H+ [m] + histidine [m],ok
MAR06326,H+ [i] + histidine [m] --> H+ [m] + histidine [c],ok
MAR06327,citrulline [m] + H+ [i] --> citrulline [c] + H+ [m],ok
MAR06328,ADP [c] + ATP [m] <=> ADP [m] + ATP [c],ok
MAR06330,AKG [c] + Pi [m] --> AKG [m] + Pi [c],ok
MAR06331,oxalate [c] + Pi [m] --> oxalate [m] + Pi [c],ok
MAR06332,ATP [m] + dADP [c] --> ATP [c] + dADP [m],ok
MAR06333,ATP [m] + dGDP [c] --> ATP [c] + dGDP [m],ok
MAR06334,ATP [m] + dUDP [c] --> ATP [c] + dUDP [m],ok
MAR06335,ADP [m] + dADP [c] --> ADP [c] + dADP [m],ok
MAR06336,ADP [m] + dGDP [c] --> ADP [c] + dGDP [m],ok
MAR06337,ADP [m] + dUDP [c] --> ADP [c] + dUDP [m],ok
MAR06338,ATP [m] + dATP [c] --> ATP [c] + dATP [m],ok
MAR06339,ATP [m] + dGTP [c] --> ATP [c] + dGTP [m],ok
MAR06340,ATP [m] + dUTP [c] --> ATP [c] + dUTP [m],ok
MAR06341,ADP [m] + dATP [c] --> ADP [c] + dATP [m],ok
MAR06342,ADP [m] + dGTP [c] --> ADP [c] + dGTP [m],ok
MAR06343,ADP [m] + dUTP [c] --> ADP [c] + dUTP [m],ok
MAR06389,Pi [m] + sn-glycerol-3-phosphate [c] --> Pi [c] + sn-glycerol-3-phosphate [m],ok
MAR06391,AKG [c] + GSH [m] <=> AKG [m] + GSH [c],ok
MAR06408,dihydrolipoamide [c] + H+ [i] --> dihydrolipoamide [m] + H+ [m],always blocked
MAR06431,13-carboxy-alpha-tocotrienol [c] --> 13-carboxy-alpha-tocotrienol [m],ok
MAR06438,3-carboxy-alpha-chromanol [c] <=> 3-carboxy-alpha-chromanol [m],ok
MAR06446,13-carboxy-gamma-tocotrienol [c] --> 13-carboxy-gamma-tocotrienol [m],ok
MAR06454,gamma-carboxyethyl-hydroxychroman [m] --> gamma-carboxyethyl-hydroxychroman [c],ok
MAR06455,5-carboxy-gamma-chromanol [m] + H+ [m] --> 5-carboxy-gamma-chromanol [c] + H+ [c],always blocked
MAR06469,13-carboxy-gamma-tocopherol [c] --> 13-carboxy-gamma-tocopherol [m],ok
MAR06481,13-carboxy-alpha-tocopherol [c] --> 13-carboxy-alpha-tocopherol [m],ok
MAR06513,FAD [m] + FADH2 [c] <=> FAD [c] + FADH2 [m],ok
MAR06517,hydrogen-cyanide [c] <=> hydrogen-cyanide [m],ok
MAR06521,fumarate [c] + thiosulfate [m] <=> fumarate [m] + thiosulfate [c],ok
MAR06522,malate [c] + thiosulfate [m] <=> malate [m] + thiosulfate [c],ok
MAR06618,H+ [i] + thioredoxin [c] --> H+ [m] + thioredoxin [m],ok
MAR06620,H+ [i] + oxidized thioredoxin [c] --> H+ [m] + oxidized thioredoxin [m],ok
MAR06781,4-hydroxyphenylpyruvate [c] + H+ [c] <=> 4-hydroxyphenylpyruvate [m] + H+ [m],ok
MAR06890,4-hydroxybenzoate [c] <=> 4-hydroxybenzoate [m],ok
MAR06902,all-trans-decaprenyl-diphosphate [c] <=> all-trans-decaprenyl-diphosphate [m],ok
MAR07638,H+ [c] --> H+ [m],ok
MAR07708,glyoxalate [c] <=> glyoxalate [m],ok
MAR07719,uridine [c] <=> uridine [m],ok
MAR07723,cytidine [c] <=> cytidine [m],ok
MAR07757,H+ [i] + succinyl-CoA [c] --> H+ [m] + succinyl-CoA [m],ok
MAR07758,choloyl-CoA [c] + H+ [i] --> choloyl-CoA [m] + H+ [m],ok
MAR07760,dopamine [c] + H+ [i] --> dopamine [m] + H+ [m],always blocked
MAR07769,SAH [c] + SAM [m] <=> SAH [m] + SAM [c],ok
MAR07804,dADP [m] + dCDP [c] <=> dADP [c] + dCDP [m],ok
MAR07806,dADP [m] + dGDP [c] <=> dADP [c] + dGDP [m],ok
MAR07808,dTDP [c] + dUDP [m] <=> dTDP [m] + dUDP [c],ok
MAR07810,dGDP [c] + dUDP [m] <=> dGDP [m] + dUDP [c],ok
MAR07812,dADP [c] + dUDP [m] <=> dADP [m] + dUDP [c],ok
MAR07814,dCDP [c] + dUDP [m] <=> dCDP [m] + dUDP [c],ok
MAR07815,ATP [m] + dTDP [c] --> ATP [c] + dTDP [m],ok
MAR07816,ADP [m] + dTDP [c] --> ADP [c] + dTDP [m],ok
MAR07818,dGDP [c] + dTDP [m] <=> dGDP [m] + dTDP [c],ok
MAR07820,dADP [c] + dTDP [m] <=> dADP [m] + dTDP [c],ok
MAR07822,dCDP [c] + dTDP [m] <=> dCDP [m] + dTDP [c],ok
MAR07824,dCDP [m] + dGDP [c] <=> dCDP [c] + dGDP [m],ok
MAR07825,ADP [m] + dCDP [c] --> ADP [c] + dCDP [m],ok
MAR07826,ATP [m] + dCDP [c] --> ATP [c] + dCDP [m],ok
MAR07827,dTDP [m] + dUTP [c] --> dTDP [c] + dUTP [m],ok
MAR07828,dUDP [m] + dUTP [c] --> dUDP [c] + dUTP [m],ok
MAR07829,dGDP [m] + dUTP [c] --> dGDP [c] + dUTP [m],ok
MAR07830,dATP [c] + dCDP [m] --> dATP [m] + dCDP [c],ok
MAR07831,dADP [m] + dUTP [c] --> dADP [c] + dUTP [m],ok
MAR07832,dCDP [m] + dUTP [c] --> dCDP [c] + dUTP [m],ok
MAR07833,ATP [m] + dTTP [c] --> ATP [c] + dTTP [m],ok
MAR07834,ADP [m] + dTTP [c] --> ADP [c] + dTTP [m],ok
MAR07835,dTTP [c] + dUDP [m] --> dTTP [m] + dUDP [c],ok
MAR07836,dTDP [m] + dTTP [c] --> dTDP [c] + dTTP [m],ok
MAR07837,dGDP [m] + dTTP [c] --> dGDP [c] + dTTP [m],ok
MAR07838,dADP [m] + dTTP [c] --> dADP [c] + dTTP [m],ok
MAR07839,dATP [c] + dUDP [m] --> dATP [m] + dUDP [c],ok
MAR07840,dCDP [m] + dTTP [c] --> dCDP [c] + dTTP [m],ok
MAR07841,dCDP [m] + dCTP [c] --> dCDP [c] + dCTP [m],ok
MAR07842,dCTP [c] + dUDP [m] --> dCTP [m] + dUDP [c],ok
MAR07843,dCTP [c] + dGDP [m] --> dCTP [m] + dGDP [c],ok
MAR07844,dADP [m] + dCTP [c] --> dADP [c] + dCTP [m],ok
MAR07845,ADP [m] + dCTP [c] --> ADP [c] + dCTP [m],ok
MAR07846,ATP [m] + dCTP [c] --> ATP [c] + dCTP [m],ok
MAR07847,dADP [m] + dGTP [c] --> dADP [c] + dGTP [m],ok
MAR07848,dATP [c] + dTDP [m] --> dATP [m] + dTDP [c],ok
MAR07849,dGTP [c] + dUDP [m] --> dGTP [m] + dUDP [c],ok
MAR07850,dGTP [c] + dTDP [m] --> dGTP [m] + dTDP [c],ok
MAR07851,dGDP [m] + dGTP [c] --> dGDP [c] + dGTP [m],ok
MAR07852,dCDP [m] + dGTP [c] --> dCDP [c] + dGTP [m],ok
MAR07853,dATP [c] + dGDP [m] --> dATP [m] + dGDP [c],ok
MAR07854,dADP [m] + dATP [c] --> dADP [c] + dATP [m],ok
MAR07897,ITP [c] <=> ITP [m],always blocked
MAR07899,dITP [c] <=> dITP [m],always blocked
MAR07914,10-formyl-THF-glu(5) [m] --> 10-formyl-THF-glu(5) [c],ok
MAR07917,10-formyl-THF-glu(6) [m] --> 10-formyl-THF-glu(6) [c],ok
MAR07923,10-formyl-THF-glu(7) [m] --> 10-formyl-THF-glu(7) [c],ok
MAR07995,vitamin D2 [c] <=> vitamin D2 [m],ok
MAR07998,25-hydroxyvitamin D2 [c] <=> 25-hydroxyvitamin D2 [m],ok
MAR08000,"(24R)-24,25-dihydroxycalciol [m] --> (24R)-24,25-dihydroxycalciol [c]",ok
MAR08001,"24R,25-dihyoxyvitamin D2 [m] --> 24R,25-dihyoxyvitamin D2 [c]",ok
MAR08009,calcidiol [c] <=> calcidiol [m],ok
MAR08089,L-3-amino-isobutanoate [m] --> L-3-amino-isobutanoate [c],ok
MAR08093,2-oxo-3-methylvalerate [c] + H+ [c] --> 2-oxo-3-methylvalerate [m] + H+ [m],ok
MAR08099,4-methyl-2-oxopentanoate [c] + H+ [c] --> 4-methyl-2-oxopentanoate [m] + H+ [m],ok
MAR08120,pentaglutamyl-folate(THF) [m] --> pentaglutamyl-folate(THF) [c],ok
MAR08122,hexaglutamyl-folate(DHF) [m] --> hexaglutamyl-folate(DHF) [c],ok
MAR08124,hexaglutamyl-folate(THF) [m] --> hexaglutamyl-folate(THF) [c],ok
MAR08126,heptaglutamyl-folate(DHF) [m] --> heptaglutamyl-folate(DHF) [c],ok
MAR08128,heptaglutamyl-folate(THF) [m] --> heptaglutamyl-folate(THF) [c],ok
MAR08356,acetaldehyde [c] <=> acetaldehyde [m],ok
MAR08365,acetone [c] + H+ [i] --> acetone [m] + H+ [m],ok
MAR08411,O2- [c] <=> O2- [m],ok
MAR08438,dimethylglycine [c] <=> dimethylglycine [m],ok
MAR08475,deoxycytidine [c] <=> deoxycytidine [m],ok
MAR08505,lactaldehyde [c] <=> lactaldehyde [m],ok
MAR08510,(R)-S-lactoylglutathione [c] <=> (R)-S-lactoylglutathione [m],ok
MAR08513,D-lactate [c] + H+ [c] <=> D-lactate [m] + H+ [m],ok
MAR08528,PE-LD pool [c] <=> PE-LD pool [m],ok
MAR08532,formaldehyde [c] <=> formaldehyde [m],ok
MAR08562,indole-3-acetaldehyde [c] <=> indole-3-acetaldehyde [m],ok
MAR08614,cob(II)alamin [c] --> cob(II)alamin [m],MAM01599c;MAM01599m
MAR08627,N-acetyl-L-aspartate [m] --> N-acetyl-L-aspartate [c],ok
MAR08655,calcitroic acid [m] --> calcitroic acid [c],always blocked
MAR08657,choline [c] <=> choline [m],ok
MAR08680,corticosterone [c] <=> corticosterone [m],ok
MAR08731,sarcosine [c] <=> sarcosine [m],ok
MAR08741,fumarate [c] + sulfite [m] <=> fumarate [m] + sulfite [c],ok
MAR08742,fumarate [c] + sulfate [m] <=> fumarate [m] + sulfate [c],ok
MAR08745,hydroxide [c] + thiamin-P [m] <=> hydroxide [m] + thiamin-P [c],ok
MAR08747,2.0 hydroxide [m] + thiamin-PP [c] --> 2.0 hydroxide [c] + thiamin-PP [m],ok
MAR08776,hydroxypyruvate [c] <=> hydroxypyruvate [m],ok
MAR08785,imidazole-4-acetaldehyde [c] <=> imidazole-4-acetaldehyde [m],always blocked
MAR08848,thiocyanate [m] --> thiocyanate [c],ok
MAR08890,betaine [c] <=> betaine [m],ok
MAR08891,sn-glycerol-3-phosphate [c] --> sn-glycerol-3-phosphate [m],ok
MAR08910,inosine [c] <=> inosine [m],always blocked
MAR09174,itaconate [c] <=> itaconate [m],always blocked
MAR09194,agmatine [c] <=> agmatine [m],ok
MAR09675,glycolate [m] <=> glycolate [c],ok
MAR09676,indoleacetate [m] <=> indoleacetate [c],ok
MAR09677,L-1-pyrroline-3-hydroxy-5-carboxylate [m] <=> L-1-pyrroline-3-hydroxy-5-carboxylate [c],ok
MAR09014,GSH [c] --> GSH [x],ok
MAR00707,GO3P [x] --> GO3P [c],always blocked
MAR00713,AKG [c] + isocitrate [x] --> AKG [x] + isocitrate [c],ok
MAR01104,leukotriene B4 [c] <=> leukotriene B4 [x],ok
MAR01135,20-COOH-LTB4 [c] <=> 20-COOH-LTB4 [x],ok
MAR01144,5-oxo-6-trans-LTB4 [c] <=> 5-oxo-6-trans-LTB4 [x],ok
MAR01172,"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [c] <=> 3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [x]",ok
MAR01188,5-oxo-(6E)-12-epi-LTB4 [c] <=> 5-oxo-(6E)-12-epi-LTB4 [x],ok
MAR01214,"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [c] <=> 3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [x]",ok
MAR01242,"20-COOH-10,11-dihydro-LTB4 [c] <=> 20-COOH-10,11-dihydro-LTB4 [x]",ok
MAR01268,"10,11-dihydro-LTB4-CoA [c] --> 10,11-dihydro-LTB4-CoA [x]",ok
MAR01283,"10,11-dihydro-12-epi-LTB4 [c] <=> 10,11-dihydro-12-epi-LTB4 [x]",ok
MAR01286,leukotriene E4 [c] --> leukotriene E4 [x],MAM02369x
MAR01443,(R)-mevalonate [c] <=> (R)-mevalonate [x],ok
MAR02067,"estrone-2,3-quinone [c] <=> estrone-2,3-quinone [x]",unblocked by dilution
MAR02082,"estrone-3,4-quinone [c] <=> estrone-3,4-quinone [x]",unblocked by dilution
MAR02093,"17beta-estradiol-3,4-quinone [c] <=> 17beta-estradiol-3,4-quinone [x]",unblocked by dilution
MAR02104,"17beta-estradiol-2,3-quinone [c] <=> 17beta-estradiol-2,3-quinone [x]",unblocked by dilution
MAR02407,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [x]",ok
MAR02509,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [c] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [x]",ok
MAR02547,5-oxo-EPE [c] <=> 5-oxo-EPE [x],MAM01125c;MAM01125x
MAR02575,EPA [c] <=> EPA [x],MAM01784x
MAR03007,H+ [c] + L-lactate [c] <=> H+ [x] + L-lactate [x],ok
MAR03008,ATP [c] + H2O [c] + propanoyl-CoA [c] --> ADP [c] + H+ [c] + Pi [c] + propanoyl-CoA [x],ok
MAR03011,ATP [c] + H2O [c] + palmitoyl-CoA [c] --> ADP [c] + H+ [c] + palmitoyl-CoA [x] + Pi [c],ok
MAR03013,ATP [c] + H2O [c] + linoleoyl-CoA [c] --> ADP [c] + H+ [c] + linoleoyl-CoA [x] + Pi [c],ok
MAR03014,arachidonyl-CoA [c] + ATP [c] + H2O [c] --> ADP [c] + arachidonyl-CoA [x] + H+ [c] + Pi [c],ok
MAR03017,(13Z)-eicosenoyl-CoA [c] + ATP [c] + H2O [c] --> (13Z)-eicosenoyl-CoA [x] + ADP [c] + H+ [c] + Pi [c],ok
MAR03018,tricosanoyl-CoA [c] <=> tricosanoyl-CoA [x],ok
MAR03019,tetracosanoyl-CoA [c] <=> tetracosanoyl-CoA [x],ok
MAR03020,(15Z)-tetracosenoyl-CoA [c] --> (15Z)-tetracosenoyl-CoA [x],ok
MAR03021,"12,15,18,21-tetracosatetraenoyl-CoA [c] <=> 12,15,18,21-tetracosatetraenoyl-CoA [x]",ok
MAR03022,hexacosanoyl-CoA [c] <=> hexacosanoyl-CoA [x],ok
MAR03023,hexacosenoyl-CoA [c] --> hexacosenoyl-CoA [x],ok
MAR03024,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [x]",ok
MAR03025,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [x]",ok
MAR03026,L-carnitine [c] <=> L-carnitine [x],ok
MAR03473,AMP [x] + ATP [c] --> AMP [c] + ATP [x],ok
MAR03848,glycine [c] <=> glycine [x],ok
MAR03850,sarcosine [c] <=> sarcosine [x],ok
MAR03867,formaldehyde [c] <=> formaldehyde [x],ok
MAR03947,H2O2 [c] <=> H2O2 [x],ok
MAR03948,isopentenyl-pPP [c] <=> isopentenyl-pPP [x],ok
MAR04393,DHAP [c] <=> DHAP [x],ok
MAR04468,serine [c] <=> serine [x],ok
MAR04469,hydroxypyruvate [c] <=> hydroxypyruvate [x],ok
MAR04647,xanthine [c] <=> xanthine [x],ok
MAR04790,alanine [c] <=> alanine [x],ok
MAR04890,H2O [c] <=> H2O [x],ok
MAR04900,O2 [c] <=> O2 [x],ok
MAR04908,ADP [c] + ATP [x] <=> ADP [x] + ATP [c],ok
MAR04915,CoA [c] <=> CoA [x],ok
MAR04924,CO2 [c] <=> CO2 [x],ok
MAR04930,H+ [c] + pyruvate [c] <=> H+ [x] + pyruvate [x],ok
MAR04945,formyl-CoA [c] <=> formyl-CoA [x],ok
MAR04986,taurine [c] <=> taurine [x],ok
MAR05344,H+ [c] + Pi [c] <=> H+ [x] + Pi [x],ok
MAR05346,PPi [c] <=> PPi [x],ok
MAR05362,propanoyl-CoA [c] <=> propanoyl-CoA [x],ok
MAR05414,sn-glycerol-3-phosphate [c] <=> sn-glycerol-3-phosphate [x],ok
MAR05452,Na+ [c] + taurine [c] <=> Na+ [x] + taurine [x],ok
MAR05453,Na+ [c] <=> Na+ [x],ok
MAR06928,spermine [c] <=> spermine [x],always blocked
MAR06937,spermidine [c] <=> spermidine [x],always blocked
MAR06986,isocitrate [c] <=> isocitrate [x],ok
MAR06987,succinate [c] <=> succinate [x],ok
MAR07590,acylglycerone-phosphate [c] <=> acylglycerone-phosphate [x],ok
MAR07596,alkyl-glycerone-3-phosphate [c] <=> alkyl-glycerone-3-phosphate [x],ok
MAR07640,D-aspartate [c] <=> D-aspartate [x],always blocked
MAR07646,D-alanine [c] --> D-alanine [x],ok
MAR07705,glycolate [c] --> glycolate [x],ok
MAR07707,glyoxalate [c] <=> glyoxalate [x],ok
MAR07771,NAD+ [x] --> NAD+ [c],ok
MAR07775,NADH [c] --> NADH [x],ok
MAR07777,NADP+ [x] --> NADP+ [c],ok
MAR07779,NADPH [c] --> NADPH [x],ok
MAR07782,ADP [c] <=> ADP [x],ok
MAR07783,AMP [c] <=> AMP [x],ok
MAR07785,ATP [c] <=> ATP [x],ok
MAR07788,FADH2 [c] <=> FADH2 [x],ok
MAR07790,FAD [c] <=> FAD [x],ok
MAR07797,AKG [c] <=> AKG [x],ok
MAR08016,lysine [c] --> lysine [x],ok
MAR08020,1-piperideine-6-carboxylate [c] <=> 1-piperideine-6-carboxylate [x],ok
MAR08359,acetaldehyde [c] <=> acetaldehyde [x],ok
MAR08414,O2- [c] <=> O2- [x],ok
MAR08754,hypoxanthine [c] --> hypoxanthine [x],ok
MAR08756,ethanol [c] <=> ethanol [x],ok
MAR08860,urate [x] --> urate [c],ok
MAR08926,NH3 [c] <=> NH3 [x],ok
MAR09179,D-ornithine [c] <=> D-ornithine [x],MAM01740c;MAM01740x
MAR09181,D-arginine [c] <=> D-arginine [x],ok
MAR09678,palmitate [x] --> palmitate [c],ok
MAR09679,acetate [x] <=> acetate [c],ok
MAR09680,OAA [x] <=> OAA [c],ok
MAR09017,NADPH [c] --> NADPH [n],ok
MAR00984,arachidonate [c] <=> arachidonate [n],MAM01362n
MAR01089,leukotriene E4 [c] <=> leukotriene E4 [n],MAM02369n
MAR01090,acetyl-CoA [c] <=> acetyl-CoA [n],ok
MAR01094,leukotriene A4 [c] <=> leukotriene A4 [n],MAM02362n
MAR01095,H+ [c] <=> H+ [n],ok
MAR02564,EPA [c] <=> EPA [n],ok
MAR02585,EPA [c] + H+ [c] + NADPH [c] + O2 [c] --> (18R)-HEPE [c] + H2O [c] + NADP+ [c],ok
MAR04274,deamido-NAD [c] <=> deamido-NAD [n],ok
MAR04275,nicotinate ribonucleotide [c] <=> nicotinate ribonucleotide [n],ok
MAR04277,NH3 [c] <=> NH3 [n],ok
MAR04535,CMP-N-acetylneuraminate [c] <=> CMP-N-acetylneuraminate [n],ok
MAR04538,4alpha-hydroxytetrahydrobiopterin [c] <=> 4alpha-hydroxytetrahydrobiopterin [n],always blocked
MAR04893,H2O [c] <=> H2O [n],ok
MAR04904,O2 [c] <=> O2 [n],ok
MAR04916,CoA [c] <=> CoA [n],ok
MAR05422,PPi [c] <=> PPi [n],ok
MAR05423,CTP [c] <=> CTP [n],ok
MAR05424,N-acetylneuraminate [c] <=> N-acetylneuraminate [n],ok
MAR06617,thioredoxin [c] <=> thioredoxin [n],ok
MAR06619,oxidized thioredoxin [c] <=> oxidized thioredoxin [n],ok
MAR07653,5-pp-inspP5 [c] <=> 5-pp-inspP5 [n],ok
MAR07664,biocytin [c] <=> biocytin [n],MAM01400c;MAM01400n
MAR07665,biotin [c] <=> biotin [n],MAM01401n
MAR07712,AMP [c] <=> AMP [n],ok
MAR07763,H2O2 [c] <=> H2O2 [n],ok
MAR07764,Pi [c] <=> Pi [n],ok
MAR07765,SAM [c] <=> SAM [n],ok
MAR07767,SAH [c] <=> SAH [n],ok
MAR07773,NAD+ [c] <=> NAD+ [n],ok
MAR07786,ATP [c] <=> ATP [n],ok
MAR07792,GTP [c] <=> GTP [n],ok
MAR07795,ITP [c] <=> ITP [n],MAM02193c;MAM02193n
MAR07796,UTP [c] <=> UTP [n],ok
MAR07855,dITP [c] <=> dITP [n],MAM01714c;MAM01714n
MAR07856,dTDP [c] <=> dTDP [n],ok
MAR07857,dTTP [c] <=> dTTP [n],ok
MAR07858,dUDP [c] <=> dUDP [n],ok
MAR07859,dUMP [c] <=> dUMP [n],ok
MAR07860,dCTP [c] <=> dCTP [n],ok
MAR07861,dATP [c] <=> dATP [n],ok
MAR07862,dGTP [c] <=> dGTP [n],ok
MAR07877,dIDP [c] <=> dIDP [n],MAM01693c;MAM01693n
MAR08024,[protein]-L-lysine [c] <=> [protein]-L-lysine [n],ok
MAR08028,"[protein]-N6,N6,N6-trimethyl-L-lysine [n] --> [protein]-N6,N6,N6-trimethyl-L-lysine [r]",ok
MAR08082,cGMP [c] <=> cGMP [n],ok
MAR08361,choline [c] <=> choline [n],ok
MAR08363,acetylcholine [c] <=> acetylcholine [n],ok
MAR08412,O2- [c] <=> O2- [n],ok
MAR08447,cytidine [c] <=> cytidine [n],ok
MAR08476,deoxycytidine [c] <=> deoxycytidine [n],ok
MAR08789,nicotinamide D-ribonucleotide [c] <=> nicotinamide D-ribonucleotide [n],ok
MAR08828,PI pool [c] <=> PI pool [n],ok
MAR08837,"phosphatidylinositol-4,5-bisphosphate [c] <=> phosphatidylinositol-4,5-bisphosphate [n]",ok
